name,name:he,highway,lanes
עמק רפאים,עמק רפאים,tertiary,1
חברון,חברון,trunk,
חברון,חברון,trunk,2
גולומב,גולומב,secondary,4
אביזוהר,אביזוהר,tertiary,
בית וגן,בית וגן,tertiary,
יפו,יפו,tertiary,1
הצנחנים,הצנחנים,tertiary,2
הרב הרצוג,הרב הרצוג,tertiary,2
הצנחנים,הצנחנים,tertiary,2
חיל ההנדסה,חיל ההנדסה,trunk,2
הצנחנים,הצנחנים,tertiary,1
אביזוהר,אביזוהר,tertiary,
קדיש לוז,קדיש לוז,tertiary,
פרץ ברנשטיין,פרץ ברנשטיין,tertiary,1
פרץ ברנשטיין,ברנשטיין,tertiary,
פרץ ברנשטיין,פרץ ברנשטיין,tertiary,1
הרצל,הרצל,primary,2
קרית היובל,קרית היובל,secondary,2
עוזיאל הרב,הרב עוזיאל,tertiary,
צבי לצדיק,צבי לצדיק,tertiary,
בית וגן,בית וגן,tertiary,
הרב פרנק,הרב פרנק,tertiary,
נזר דוד,נזר דוד,tertiary,
נזר דוד,נזר דוד,tertiary,
נזר דוד,נזר דוד,tertiary,
הצנחנים,הצנחנים,trunk,1
יפו,יפו,trunk,2
יפו,יפו,trunk,1
יפו,יפו,trunk,2
יפו,יפו,trunk,2
הרצל,הרצל,primary,2
בית חנינא,בית חנינא,tertiary,
בית חנינא,בית חנינא,tertiary,
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
שלמה המלך,שלמה המלך,tertiary,2
שבטי ישראל,שבטי ישראל,tertiary,1
שמואל הנביא,שמואל הנביא,tertiary,
הנביאים,הנביאים,tertiary,2
שמואל הנביא,שמואל הנביא,tertiary,
נעמי קיס,נעמי קיס,tertiary,
בוליביה,בוליביה,tertiary,
הנביאים,הנביאים,tertiary,2
הנביאים,הנביאים,tertiary,2
"כי""ח","כי""ח",tertiary,1
אגריפס,אגריפס,tertiary,1
אגריפס,אגריפס,tertiary,2
שטראוס,שטראוס,tertiary,1
עבודת ישראל,עבודת ישראל,tertiary,
יריחו,יריחו,secondary,
משה זילברג,משה זילברג,tertiary,
משה זילברג,משה זילברג,tertiary,
קדיש לוז,קדיש לוז,tertiary,
ואדי אל-ג'וז,ואדי אל-ג'וז,secondary,2
מרדכי איש שלום,מרדכי איש שלום,primary,2
מרדכי איש שלום,מרדכי איש שלום,primary,1
בית חנינא,בית חנינא,tertiary,
בית חנינא,בית חנינא,tertiary,
בית חנינא,בית חנינא,tertiary,3
בית חנינא,בית חנינא,tertiary,
יפה נוף,יפה נוף,primary,2
שדרות וולפסון,שדרות וולפסון,tertiary,1
הרצל,הרצל,primary,2
שדרות וולפסון,שדרות וולפסון,tertiary,2
יצחק רבין,יצחק רבין,secondary,2
מנחם בגין,מנחם בגין,motorway,2
מנחם בגין,מנחם בגין,motorway,2
קרית משה,קרית משה,tertiary,2
קרית משה,קרית משה,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
גבעת שאול,גבעת שאול,tertiary,
גבעת שאול,גבעת שאול,tertiary,
מגיני ירושלים,מגיני ירושלים,tertiary,2
מגיני ירושלים,מגיני ירושלים,tertiary,2
כנפי נשרים,כנפי נשרים,tertiary,2
עקיבא אזולאי,עקיבא אזולאי,tertiary,1
שדרות ויצמן,שדרות ויצמן,primary,5
כנפי נשרים,כנפי נשרים,tertiary,2
הרצל,הרצל,primary,2
חיים קוליץ,חיים קוליץ,secondary,2
יוסף בורג,יוסף בורג,tertiary,2
יוסף בורג,יוסף בורג,tertiary,2
הנשיא השישי,הנשיא השישי,tertiary,2
רופין,רופין,tertiary,3
משה זקס,זקס,tertiary,1
שמואל הנביא,שמואל הנביא,tertiary,
שמואל הנביא,שמואל הנביא,tertiary,
יוסף קארו,יוסף קארו,tertiary,
אגריפס,אגריפס,tertiary,2
פייר קניג,פייר קניג,tertiary,2
האומן,האומן,tertiary,1
יהודה,יהודה,tertiary,2
פינס,פינס,tertiary,1
דוסתאי,דוסתאי,tertiary,
הרצל,הרצל,primary,4
יצחק רבין,יצחק רבין,secondary,3
שמואל הנביא,שמואל הנביא,tertiary,
שמואל הנביא,שמואל הנביא,tertiary,
פרבשטיין,פרבשטיין,tertiary,4
גבעת שאול,גבעת שאול,tertiary,
עזרת תורה,עזרת תורה,tertiary,1
חנה,חנה,tertiary,
עזרת תורה,עזרת תורה,tertiary,1
חנה,חנה,tertiary,
חנה,חנה,tertiary,
קרית מדע,קרית מדע,tertiary,2
המרפא,המרפא,tertiary,1
חטיבת ירושלים,חטיבת ירושלים,trunk,
שמואל בן עדיה,שמואל בן עדיה,tertiary,2
מעלות עיר דוד,מעלות עיר דוד,tertiary,
כי טוב,כי טוב,tertiary,1
גבעת משה,גבעת משה,tertiary,
דרך מוסה פלד,דרך מוסה פלד,trunk,
האלוף עוזי נרקיס,האלוף עוזי נרקיס,trunk,
הרב אברהם רביץ,רביץ,tertiary,
צפניה,צפניה,tertiary,
נחמיה,נחמיה,tertiary,
יחזקאל,יחזקאל,tertiary,
הרב חיים שאול עבוד,"עבוד, הרב חיים שאול",tertiary,
משאריף,משאריף,tertiary,2
שמואל הנביא,שמואל הנביא,tertiary,
צונדק,צונדק,tertiary,
שיבת ציון,שיבת ציון,tertiary,2
צונדק,צונדק,tertiary,
יצחק מירסקי,יצחק מירסקי,tertiary,
שיבת ציון,שיבת ציון,tertiary,2
יצחק מירסקי,יצחק מירסקי,tertiary,1
הקונגרס הציוני,הקונגרס הציוני,tertiary,
רקנאטי,רקנאטי,tertiary,2
הארי טרומן,הארי טרומן,tertiary,
צונדק,צונדק,tertiary,
צונדק,צונדק,tertiary,
מירסקי יצחק,מירסקי יצחק,tertiary,
יצחק מירסקי,יצחק מירסקי,tertiary,
חיים קוליץ,חיים קוליץ,secondary,2
פרי חדש,פרי חדש,tertiary,
קרל נטר,קרל נטר,tertiary,1
ששת הימים,ששת הימים,tertiary,1
ברכת אברהם,ברכת אברהם,tertiary,
שבתאי הנגבי,שבתאי הנגבי,tertiary,
שבתאי הנגבי,שבתאי הנגבי,tertiary,
שרפאת,שרפאת,tertiary,2
שרפאת,שרפאת,tertiary,1
שרפאת,שרפאת,tertiary,2
שרפאת,שרפאת,tertiary,1
אחלמה,אחלמה,tertiary,
אונטרמן,אונטרמן,tertiary,
אונטרמן,אונטרמן,tertiary,
אחלמה,אחלמה,tertiary,
השיש,השיש,tertiary,
המרגלית,המרגלית,tertiary,2
הרב אריה בינה,הרב אריה בינה,tertiary,
הרב אריה בינה,הרב אריה בינה,tertiary,
ליכטנשטיין,ליכטנשטיין,tertiary,
זרח ורהפטיג,זרח ורהפטיג,tertiary,
זרח ורהפטיג,זרח ורהפטיג,tertiary,
שמעון בן חמו,שמעון בן חמו,tertiary,
שמעון בן חמו,שמעון בן חמו,tertiary,
אליהו קורן,אליהו קורן,tertiary,
אליהו קורן,אליהו קורן,tertiary,
אליהו קורן,אליהו קורן,tertiary,
הרב כלפון משה הכהן,הרב כלפון משה הכהן,tertiary,
הרב כלפון משה הכהן,הרב כלפון משה הכהן,tertiary,
הבבא סאלי,הבבא סאלי,tertiary,
הקצין יחיאל לנגר,יחיאל לנגר,tertiary,
יגאל אלון,יגאל אלון,tertiary,2
צונדק,צונדק,tertiary,
צונדק,צונדק,tertiary,
צונדק,צונדק,tertiary,1
החורש,החורש,tertiary,1
רקנאטי,רקנאטי,tertiary,1
רקנאטי,רקנאטי,tertiary,
רקנאטי,רקנאטי,tertiary,
רקנאטי,רקנאטי,tertiary,
הקונגרס הציוני,הקונגרס הציוני,tertiary,2
צונדק,צונדק,tertiary,2
שדרות גולדה מאיר,שדרות גולדה מאיר,primary,3
יצחק מירסקי,יצחק מירסקי,tertiary,1
הרוא''ה,הרוא''ה,tertiary,2
הקונגרס הציוני,הקונגרס הציוני,tertiary,2
רקנאטי,רקנאטי,tertiary,2
רקנאטי,רקנאטי,tertiary,1
"המשורר אצ""ג","המשורר אצ""ג",tertiary,2
בנימין מינץ,בנימין מינץ,tertiary,1
בנימין מינץ,בנימין מינץ,tertiary,1
"המשורר אצ""ג","המשורר אצ""ג",tertiary,1
שיבת ציון,שיבת ציון,tertiary,2
שיבת ציון,שיבת ציון,tertiary,2
סולם יעקב,סולם יעקב,tertiary,
סולם יעקב,סולם יעקב,tertiary,
אבא הלל סילבר,אבא הלל סילבר,tertiary,1
אבא הלל סילבר,אבא הלל סילבר,tertiary,1
טרומן,הארי טרומן,tertiary,2
רקנאטי,רקנאטי,tertiary,
רקנאטי,רקנאטי,tertiary,
רקנאטי,רקנאטי,tertiary,
מירסקי יצחק,יצחק מירסקי,tertiary,
"הרוא""ה",הרואה,tertiary,2
יצחק מירסקי,יצחק מירסקי,tertiary,
מירסקי יצחק,מירסקי יצחק,tertiary,
יצחק מירסקי,יצחק מירסקי,tertiary,
בנימין מינץ,בנימין מינץ,tertiary,
בנימין מינץ,בנימין מינץ,tertiary,
מינץ בנימין,מינץ בנימין,tertiary,
"המשורר אצ""ג","המשורר אצ""ג",tertiary,1
"המשורר אצ""ג","אצ""ג",tertiary,2
"המשורר אצ""ג","המשורר אצ""ג",tertiary,1
אלוף יקותיאל אדם,אלוף יקותיאל אדם,tertiary,
האלוף עוזי נרקיס,האלוף עוזי נרקיס,trunk,2
האלוף עוזי נרקיס,האלוף עוזי נרקיס,trunk,
האלוף עוזי נרקיס,האלוף עוזי נרקיס,trunk,2
האלוף עוזי נרקיס,האלוף עוזי נרקיס,trunk,2
דב סדן,דב סדן,tertiary,
דב סדן,דב סדן,tertiary,
משה רחמילביץ',משה רחמילביץ',tertiary,
דב סדן,דב סדן,tertiary,
דב סדן,דב סדן,tertiary,
משה רחמילביץ',משה רחמילביץ',tertiary,
דב סדן,דב סדן,tertiary,
יוספטל,יוספטל,tertiary,
יוספטל,יוספטל,tertiary,
מאיר גרשון,מאיר גרשון,tertiary,
מאיר גרשון,מאיר גרשון,tertiary,
מאיר גרשון,מאיר גרשון,tertiary,
מאיר גרשון,מאיר גרשון,tertiary,
מאיר גרשון,מאיר גרשון,tertiary,
מאיר גרשון,מאיר גרשון,tertiary,
מאיר גרשון,מאיר גרשון,tertiary,
גל,גל,tertiary,
גל,גל,tertiary,
דרך חיזמא-אדם,דרך חיזמא-אדם,primary,1
שדרות משה דיין,שדרות משה דיין,tertiary,1
חיל האוויר,חיל האוויר,tertiary,
נווה יעקב,שדרות נווה יעקב,tertiary,
שדרות נווה יעקב,שדרות נווה יעקב,tertiary,1
דרך מוסה פלד,דרך מוסה פלד,trunk,
מזל טלה,מזל טלה,tertiary,1
ראמאללה,ראמאללה,trunk,2
מפעלות,מפעלות,tertiary,
עטרות,עטרות,tertiary,2
עטרות,עטרות,tertiary,2
ראמאללה,ראמאללה,trunk,1
ראמאללה,ראמאללה,trunk,1
ראמאללה,ראמאללה,trunk,2
דרך בית חורון,דרך בית חורון,tertiary,1
עטרות,עטרות,tertiary,2
ראמאללה,ראמאללה,trunk,1
דרך בית חורון,דרך בית חורון,tertiary,1
شارع القدس,,secondary,
שיירת עטרות,שיירת עטרות,secondary,2
דוד בנבנישתי,דוד בנבנישתי,secondary,3
שיירת עטרות,שיירת עטרות,secondary,
שיירת עטרות,שיירת עטרות,secondary,
כביש 21 (ירושלים),כביש 21 (ירושלים),secondary,
אל-חרדוב,אל-חרדוב,tertiary,
מלכי ישראל,מלכי ישראל,tertiary,1
מלכי ישראל,מלכי ישראל,tertiary,2
בית לחם,בית לחם,tertiary,1
השיש,השיש,tertiary,
אחלמה,אחלמה,tertiary,
מלכי ישראל,מלכי ישראל,tertiary,1
דרך חברון,דרך חברון,secondary,2
בית לחם,בית לחם,tertiary,2
מרדכי עליאש,מרדכי עליאש,tertiary,3
מרדכי עליאש,מרדכי עליאש,tertiary,1
יוסף וייץ,יוסף וייץ,secondary,1
חכם יצחק עמדי,חכם יצחק עמדי,secondary,2
מנחם בגין,מנחם בגין,motorway,3
אל-ח'לה,אל-ח'לה,tertiary,2
מנחם בגין,מנחם בגין,motorway,3
דרך בית חורון,דרך בית חורון,tertiary,2
יגאל ידין,יגאל ידין,trunk,2
יצחק שמיר (מנהרת הארזים),יצחק שמיר (מנהרת הארזים),trunk,2
יצחק שמיר,יצחק שמיר,trunk,2
יצחק שמיר,יצחק שמיר,trunk,2
יצחק שמיר (מנהרת הארזים),יצחק שמיר (מנהרת הארזים),trunk,2
יצחק שמיר,יצחק שמיר,trunk,2
יצחק רבין,יצחק רבין,secondary,3
ג'סר א נטף,ג'סר א נטף,tertiary,
אל-זהרה,אל-זהרה,tertiary,2
הרצל,הרצל,primary,2
יצחק מודעי,יצחק מודעי,tertiary,2
יצחק מודעי,יצחק מודעי,tertiary,2
שיירת עטרות,שיירת עטרות,secondary,
יצחק שמיר,יצחק שמיר,trunk,2
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,3
מנחם בגין,מנחם בגין,motorway,3
הרב הרצוג,הרב הרצוג,secondary,3
שמואל בייט,שמואל בייט,tertiary,2
הרצוג,הרצוג,secondary,3
שמואל בייט,שמואל בייט,tertiary,2
אגודת ספורט הפועל,אגודת ספורט הפועל,tertiary,2
דוד בנבנישתי,דוד בנבנישתי,secondary,3
ראמאללה,ראמאללה,trunk,2
אלוף יקותיאל אדם,אלוף יקותיאל אדם,tertiary,
יפו,יפו,trunk,2
יפו,יפו,trunk,2
לוי אשכול,לוי אשכול,secondary,1
לוי אשכול,לוי אשכול,tertiary,2
החלמית,החלמית,tertiary,2
דהומיי,דהומיי,tertiary,2
הרפובליקה הדומיניקנית,הרפובליקה הדומיניקנית,tertiary,2
קרית היובל,קרית היובל,secondary,2
דהומיי,דהומיי,tertiary,2
דרך גן החיות,דרך גן החיות,secondary,2
יעקב פת,יעקב פת,secondary,2
הסדנא,הסדנא,tertiary,
הרפובליקה הדומיניקנית,הרפובליקה הדומיניקנית,tertiary,2
גולומב,גולומב,secondary,3
"בית""ר","בית""ר",tertiary,
גולומב,גולומב,secondary,2
האומן,האומן,tertiary,2
משה ברעם,משה ברעם,secondary,2
"בית""ר","בית""ר",tertiary,
טהון,טהון,secondary,3
"בית""ר","בית""ר",tertiary,
טיילת אליהו הנביא,טיילת אליהו הנביא,tertiary,2
شارع الجامعة,,tertiary,
יצחק קריב,יצחק קריב,tertiary,
מנחם בגין,מנחם בגין,motorway,3
שכם,שכם,tertiary,
שכם,שכם,tertiary,
שכם,שכם,tertiary,
שכם,שכם,tertiary,
طريق أريحا,יריחו,tertiary,
גולומב,גולומב,secondary,3
الصويح,אל סוויח,tertiary,
יצחק שמיר,יצחק שמיר,trunk,2
יצחק שמיר,יצחק שמיר,trunk,2
יצחק שמיר,יצחק שמיר,trunk,2
יצחק שמיר,יצחק שמיר,trunk,2
עבד אלחמיד שומאן,עבד אלחמיד שומאן,secondary,2
עבד אלחמיד שומאן,עבד אלחמיד שומאן,secondary,2
הרוזמרין,הרוזמרין,trunk,3
צאלח א-דין,צאלח א-דין,tertiary,2
יריחו,יריחו,secondary,2
אל מקדש,אל מקדש,secondary,3
יריחו,יריחו,secondary,2
אל מקדש,אל מקדש,secondary,1
פייר קניג,פייר קניג,tertiary,
הסדנא,הסדנא,tertiary,
שדרות משה דיין,שדרות משה דיין,tertiary,
שדרות משה דיין,שדרות משה דיין,tertiary,
